Date,Team,Opponent,Pitcher,Predicted K,Confidence,Model Pick,Actual K,Result
2025-04-22,HOU,TOR,Ronel Blanco,3.78,0.72,Under,3,HIT
2025-04-28,HOU,DET,Ronel Blanco,3.56,0.94,Under,6,MISS
2025-05-05,HOU,MIL,Ronel Blanco,4.95,0.45,Over,6,HIT
2025-05-11,HOU,CIN,Ronel Blanco,8.16,3.66,Over,11,HIT
2025-05-17,HOU,TEX,Ronel Blanco,7.4,2.9,Over,5,HIT
2025-06-03,SDP,SFG,Ryan Bergert,1.01,3.49,Under,2,HIT
2025-06-08,SDP,MIL,Ryan Bergert,1.91,2.59,Under,4,HIT
2025-06-14,SDP,ARI,Ryan Bergert,4.43,0.07,Under,8,MISS
2025-04-04,COL,ATH,Ryan Feltner,4.64,0.14,Over,4,MISS
2025-04-10,COL,MIL,Ryan Feltner,5.54,1.04,Over,7,HIT
2025-04-22,COL,KCR,Ryan Feltner,3.85,0.65,Under,4,HIT
2025-04-28,COL,ATL,Ryan Feltner,2.93,1.57,Under,4,HIT
2025-04-12,HOU,LAA,Ryan Gusto,3.41,1.09,Under,6,MISS
2025-04-18,HOU,SDP,Ryan Gusto,2.76,1.74,Under,2,HIT
2025-04-23,HOU,TOR,Ryan Gusto,4.94,0.44,Over,6,HIT
2025-04-29,HOU,DET,Ryan Gusto,4.93,0.43,Over,6,HIT
2025-05-23,HOU,SEA,Ryan Gusto,2.95,1.55,Under,6,MISS
2025-05-29,HOU,TBR,Ryan Gusto,3.61,0.89,Under,4,HIT
2025-06-04,HOU,PIT,Ryan Gusto,4.12,0.38,Under,3,HIT
2025-06-11,HOU,CHW,Ryan Gusto,4.93,0.43,Over,7,HIT
2025-06-16,HOU,ATH,Ryan Gusto,5.88,1.38,Over,8,HIT
2025-04-02,TBR,PIT,Ryan Pepiot,5.63,1.13,Over,3,MISS
2025-04-09,TBR,LAA,Ryan Pepiot,5.57,1.07,Over,5,HIT
2025-04-15,TBR,BOS,Ryan Pepiot,5.45,0.95,Over,8,HIT
2025-04-20,TBR,NYY,Ryan Pepiot,6.18,1.68,Over,7,HIT
2025-04-26,TBR,SDP,Ryan Pepiot,5.96,1.46,Over,3,MISS
2025-05-02,TBR,NYY,Ryan Pepiot,3.52,0.98,Under,1,HIT
2025-05-08,TBR,PHI,Ryan Pepiot,2.35,2.15,Under,3,HIT
2025-05-14,TBR,TOR,Ryan Pepiot,3.52,0.98,Under,7,MISS
2025-05-19,TBR,HOU,Ryan Pepiot,3.95,0.55,Under,2,HIT
2025-05-25,TBR,TOR,Ryan Pepiot,5.26,0.76,Over,5,HIT
2025-05-30,TBR,HOU,Ryan Pepiot,4.44,0.06,Under,4,HIT
2025-06-05,TBR,TEX,Ryan Pepiot,6.49,1.99,Over,8,HIT
2025-06-10,TBR,BOS,Ryan Pepiot,7.47,2.97,Over,9,HIT
2025-06-16,TBR,BAL,Ryan Pepiot,9.31,4.81,Over,11,HIT
2025-05-20,MIA,CHC,Ryan Weathers,4.63,0.13,Over,4,MISS
2025-05-26,MIA,SDP,Ryan Weathers,4.9,0.4,Over,6,HIT
2025-06-01,MIA,SFG,Ryan Weathers,6.01,1.51,Over,7,HIT
2025-04-28,NYY,BAL,Ryan Yarbrough,1.38,3.12,Under,3,HIT
2025-05-03,NYY,TBR,Ryan Yarbrough,1.73,2.77,Under,2,HIT
2025-05-11,NYY,ATH,Ryan Yarbrough,2.13,2.37,Under,2,HIT
2025-05-21,NYY,TEX,Ryan Yarbrough,3.81,0.69,Under,8,MISS
2025-05-26,NYY,LAA,Ryan Yarbrough,5.74,1.24,Over,7,HIT
2025-06-01,NYY,LAD,Ryan Yarbrough,6.21,1.71,Over,5,HIT
2025-06-07,NYY,BOS,Ryan Yarbrough,5.15,0.65,Over,3,MISS
2025-06-13,NYY,BOS,Ryan Yarbrough,3.42,1.08,Under,3,HIT
2025-06-18,NYY,LAA,Ryan Yarbrough,2.9,1.6,Under,3,HIT
2025-04-29,ARI,NYM,Ryne Nelson,3.26,1.24,Under,3,HIT
2025-05-05,ARI,NYM,Ryne Nelson,3.32,1.18,Under,2,HIT
2025-05-20,ARI,LAD,Ryne Nelson,2.65,1.85,Under,2,HIT
2025-05-26,ARI,PIT,Ryne Nelson,3.66,0.84,Under,4,HIT
2025-05-31,ARI,WSN,Ryne Nelson,2.29,2.21,Under,1,HIT
2025-06-13,ARI,SDP,Ryne Nelson,2.32,2.18,Under,3,HIT
2025-04-01,MIA,NYM,Sandy Alcantara,5.47,0.97,Over,4,MISS
2025-04-12,MIA,WSN,Sandy Alcantara,3.61,0.89,Under,1,HIT
2025-04-23,MIA,CIN,Sandy Alcantara,1.92,2.58,Under,4,HIT
2025-05-05,MIA,LAD,Sandy Alcantara,3.21,1.29,Under,4,HIT
2025-05-11,MIA,CHW,Sandy Alcantara,4.89,0.39,Over,8,HIT
2025-05-17,MIA,TBR,Sandy Alcantara,4.9,0.4,Over,3,MISS
2025-05-23,MIA,LAA,Sandy Alcantara,5.46,0.96,Over,6,HIT
2025-05-28,MIA,SDP,Sandy Alcantara,2.37,2.13,Under,0,HIT
2025-06-03,MIA,COL,Sandy Alcantara,3.48,1.02,Under,4,HIT
2025-06-10,MIA,PIT,Sandy Alcantara,3.4,1.1,Under,6,MISS
2025-06-16,MIA,PHI,Sandy Alcantara,5.2,0.7,Over,5,HIT
2025-06-10,DET,BAL,Sawyer Gipson-Long,3.58,0.92,Under,5,MISS
2025-04-02,CHW,MIN,Sean Burke,2.02,2.48,Under,1,HIT
2025-04-20,CHW,BOS,Sean Burke,3.8,0.7,Under,5,MISS
2025-04-25,CHW,ATH,Sean Burke,3.58,0.92,Under,5,MISS
2025-05-01,CHW,MIL,Sean Burke,5.08,0.58,Over,5,HIT
2025-05-06,CHW,KCR,Sean Burke,3.58,0.92,Under,2,HIT
2025-05-11,CHW,MIA,Sean Burke,2.97,1.53,Under,2,HIT
2025-05-17,CHW,CHC,Sean Burke,3.34,1.16,Under,4,HIT
2025-05-23,CHW,TEX,Sean Burke,4.57,0.07,Over,6,HIT
2025-05-30,CHW,BAL,Sean Burke,5.56,1.06,Over,6,HIT
2025-06-05,CHW,DET,Sean Burke,6.23,1.73,Over,5,HIT
2025-06-11,CHW,HOU,Sean Burke,4.94,0.44,Over,4,MISS
2025-06-15,SFG,LAD,Sean Hjelle,1.61,2.89,Under,5,MISS
2025-04-06,BOS,STL,Sean Newcomb,4.57,0.07,Over,5,HIT
2025-04-11,BOS,CHW,Sean Newcomb,4.92,0.42,Over,6,HIT
2025-04-16,BOS,TBR,Sean Newcomb,4.71,0.21,Over,4,MISS
2025-04-23,BOS,SEA,Sean Newcomb,6.08,1.58,Over,8,HIT
2025-05-06,BOS,TEX,Sean Newcomb,4.64,0.14,Over,3,MISS
2025-05-12,BOS,DET,Sean Newcomb,2.15,2.35,Under,4,HIT
2025-05-18,BOS,ATL,Sean Newcomb,2.71,1.79,Under,4,HIT
2025-04-04,KCR,BAL,Seth Lugo,3.05,1.45,Under,2,HIT
2025-04-09,KCR,MIN,Seth Lugo,3.92,0.58,Under,6,MISS
2025-04-14,KCR,NYY,Seth Lugo,3.86,0.64,Under,4,HIT
2025-04-19,KCR,DET,Seth Lugo,5.07,0.57,Over,5,HIT
2025-04-25,KCR,HOU,Seth Lugo,6.4,1.9,Over,8,HIT
2025-05-01,KCR,TBR,Seth Lugo,5.43,0.93,Over,5,HIT
2025-05-06,KCR,CHW,Seth Lugo,3.76,0.74,Under,3,HIT
2025-05-11,KCR,BOS,Seth Lugo,4.98,0.48,Over,5,HIT
2025-06-06,KCR,CHW,Seth Lugo,4.36,0.14,Under,5,MISS
2025-06-12,KCR,NYY,Seth Lugo,3.36,1.14,Under,2,HIT
2025-06-17,KCR,TEX,Seth Lugo,5.27,0.77,Over,9,HIT
2025-04-08,TBR,LAA,Shane Baz,8.33,3.83,Over,6,HIT
2025-04-14,TBR,BOS,Shane Baz,9.7,5.2,Over,11,HIT
2025-04-25,TBR,SDP,Shane Baz,6.12,1.62,Over,6,HIT
2025-05-01,TBR,KCR,Shane Baz,3.47,1.03,Under,1,HIT
2025-05-13,TBR,TOR,Shane Baz,3.09,1.41,Under,6,MISS
2025-05-18,TBR,MIA,Shane Baz,3.57,0.93,Under,2,HIT
2025-05-24,TBR,TOR,Shane Baz,3.81,0.69,Under,4,HIT
2025-05-29,TBR,HOU,Shane Baz,3.14,1.36,Under,3,HIT
2025-06-04,TBR,TEX,Shane Baz,3.89,0.61,Under,5,MISS
2025-06-09,TBR,BOS,Shane Baz,4.41,0.09,Under,5,MISS
2025-06-15,TBR,NYM,Shane Baz,5.09,0.59,Over,6,HIT
2025-04-08,CHW,CLE,Shane Smith,4.5,0.0,Under,6,MISS
2025-04-13,CHW,BOS,Shane Smith,3.97,0.53,Under,3,HIT
2025-04-19,CHW,BOS,Shane Smith,3.74,0.76,Under,3,HIT
2025-04-24,CHW,MIN,Shane Smith,4.34,0.16,Under,7,MISS
2025-04-30,CHW,MIL,Shane Smith,4.9,0.4,Over,4,MISS
2025-05-05,CHW,KCR,Shane Smith,5.2,0.7,Over,5,HIT
2025-05-10,CHW,MIA,Shane Smith,5.54,1.04,Over,7,HIT
2025-05-16,CHW,CHC,Shane Smith,5.75,1.25,Over,5,HIT
2025-05-21,CHW,SEA,Shane Smith,6.18,1.68,Over,6,HIT
2025-05-28,CHW,NYM,Shane Smith,4.95,0.45,Over,5,HIT
2025-06-03,CHW,DET,Shane Smith,6.11,1.61,Over,6,HIT
2025-06-10,CHW,HOU,Shane Smith,5.07,0.57,Over,4,MISS
2025-06-17,CHW,STL,Shane Smith,3.87,0.63,Under,2,HIT
2025-03-29,CHC,ARI,Shota Imanaga,3.06,1.44,Under,4,HIT
2025-04-04,CHC,SDP,Shota Imanaga,3.67,0.83,Under,4,HIT
2025-04-09,CHC,TEX,Shota Imanaga,4.02,0.48,Under,4,HIT
2025-04-15,CHC,SDP,Shota Imanaga,5.02,0.52,Over,7,HIT
2025-04-22,CHC,LAD,Shota Imanaga,6.02,1.52,Over,6,HIT
2025-04-29,CHC,PIT,Shota Imanaga,5.27,0.77,Over,3,MISS
2025-05-04,CHC,MIL,Shota Imanaga,4.43,0.07,Under,4,HIT
2025-04-07,MIN,KCR,Simeon Woods Richardson,5.19,0.69,Over,6,HIT
2025-04-13,MIN,DET,Simeon Woods Richardson,5.47,0.97,Over,5,HIT
2025-04-19,MIN,ATL,Simeon Woods Richardson,4.74,0.24,Over,3,MISS
2025-04-26,MIN,LAA,Simeon Woods Richardson,5.15,0.65,Over,7,HIT
2025-05-01,MIN,CLE,Simeon Woods Richardson,4.66,0.16,Over,4,MISS
2025-05-07,MIN,BAL,Simeon Woods Richardson,3.79,0.71,Under,1,HIT
2025-05-14,MIN,BAL,Simeon Woods Richardson,2.6,1.9,Under,4,HIT
2025-06-10,MIN,TEX,Simeon Woods Richardson,2.95,1.55,Under,4,HIT
2025-06-15,MIN,HOU,Simeon Woods Richardson,3.48,1.02,Under,4,HIT
2025-05-23,CLE,DET,Slade Cecconi,7.48,2.98,Over,6,HIT
2025-05-31,CLE,LAA,Slade Cecconi,5.96,1.46,Over,3,MISS
2025-06-05,CLE,NYY,Slade Cecconi,3.61,0.89,Under,3,HIT
2025-06-10,CLE,CIN,Slade Cecconi,4.88,0.38,Over,8,HIT
2025-06-17,CLE,SFG,Slade Cecconi,5.69,1.19,Over,6,HIT
2025-04-02,STL,LAA,Sonny Gray,7.67,3.17,Over,9,HIT
2025-04-08,STL,PIT,Sonny Gray,5.99,1.49,Over,4,MISS
2025-04-14,STL,HOU,Sonny Gray,5.97,1.47,Over,4,MISS
2025-04-20,STL,NYM,Sonny Gray,4.84,0.34,Over,6,HIT
2025-04-26,STL,MIL,Sonny Gray,5.27,0.77,Over,4,MISS
2025-05-02,STL,NYM,Sonny Gray,5.58,1.08,Over,6,HIT
2025-05-07,STL,PIT,Sonny Gray,6.18,1.68,Over,8,HIT
2025-05-14,STL,PHI,Sonny Gray,5.84,1.34,Over,4,MISS
2025-05-19,STL,DET,Sonny Gray,7.64,3.14,Over,10,HIT
2025-05-25,STL,ARI,Sonny Gray,6.26,1.76,Over,5,HIT
2025-05-31,STL,TEX,Sonny Gray,9.04,4.54,Over,10,HIT
2025-06-06,STL,LAD,Sonny Gray,6.42,1.92,Over,5,HIT
2025-06-12,STL,MIL,Sonny Gray,6.12,1.62,Over,4,MISS
2025-04-05,HOU,MIN,Spencer Arrighetti,3.53,0.97,Under,3,HIT
2025-04-04,ATL,MIA,Spencer Schwellenbach,7.21,2.71,Over,10,HIT
2025-04-10,ATL,PHI,Spencer Schwellenbach,5.32,0.82,Over,5,HIT
2025-04-15,ATL,TOR,Spencer Schwellenbach,6.03,1.53,Over,3,MISS
2025-04-21,ATL,STL,Spencer Schwellenbach,4.14,0.36,Under,5,MISS
2025-04-27,ATL,ARI,Spencer Schwellenbach,5.0,0.5,Over,6,HIT
2025-05-03,ATL,LAD,Spencer Schwellenbach,4.77,0.27,Over,4,MISS
2025-05-08,ATL,CIN,Spencer Schwellenbach,5.54,1.04,Over,6,HIT
2025-05-13,ATL,WSN,Spencer Schwellenbach,4.85,0.35,Over,3,MISS
2025-05-18,ATL,BOS,Spencer Schwellenbach,3.78,0.72,Under,3,HIT
2025-05-25,ATL,SDP,Spencer Schwellenbach,8.48,3.98,Over,11,HIT
2025-05-31,ATL,BOS,Spencer Schwellenbach,8.28,3.78,Over,11,HIT
2025-06-06,ATL,SFG,Spencer Schwellenbach,9.01,4.51,Over,4,MISS
2025-06-11,ATL,MIL,Spencer Schwellenbach,8.92,4.42,Over,9,HIT
2025-06-17,ATL,NYM,Spencer Schwellenbach,8.8,4.3,Over,8,HIT
2025-05-20,ATL,WSN,Spencer Strider,3.56,0.94,Under,3,HIT
2025-05-27,ATL,PHI,Spencer Strider,4.84,0.34,Over,7,HIT
2025-06-03,ATL,ARI,Spencer Strider,4.87,0.37,Over,4,MISS
2025-06-08,ATL,SFG,Spencer Strider,5.52,1.02,Over,5,HIT
2025-06-14,ATL,COL,Spencer Strider,7.63,3.13,Over,13,HIT
2025-05-10,SDP,COL,Stephen Kolek,4.01,0.49,Under,7,MISS
2025-05-16,SDP,SEA,Stephen Kolek,5.45,0.95,Over,4,MISS
2025-05-22,SDP,TOR,Stephen Kolek,6.1,1.6,Over,6,HIT
2025-05-27,SDP,MIA,Stephen Kolek,4.3,0.2,Under,3,HIT
2025-06-02,SDP,SFG,Stephen Kolek,3.85,0.65,Under,3,HIT
2025-06-07,SDP,MIL,Stephen Kolek,2.48,2.02,Under,2,HIT
2025-06-13,SDP,ARI,Stephen Kolek,3.12,1.38,Under,5,MISS
2025-06-18,SDP,LAD,Stephen Kolek,3.48,1.02,Under,3,HIT
2025-04-16,STL,HOU,Steven Matz,2.28,2.22,Under,5,MISS
2025-04-30,STL,CIN,Steven Matz,2.89,1.61,Under,6,MISS
2025-04-09,PHI,ATL,Taijuan Walker,4.43,0.07,Under,5,MISS
2025-04-14,PHI,SFG,Taijuan Walker,4.99,0.49,Over,5,HIT
2025-04-19,PHI,MIA,Taijuan Walker,3.77,0.73,Under,2,HIT
2025-05-01,PHI,WSN,Taijuan Walker,2.63,1.87,Under,2,HIT
2025-05-21,PHI,COL,Taijuan Walker,3.51,0.99,Under,2,HIT
2025-05-30,PHI,MIL,Taijuan Walker,3.4,1.1,Under,6,MISS
2025-04-05,TBR,TEX,Taj Bradley,7.42,2.92,Over,7,HIT
2025-04-11,TBR,ATL,Taj Bradley,7.63,3.13,Over,7,HIT
2025-04-17,TBR,NYY,Taj Bradley,5.24,0.74,Over,3,MISS
2025-04-23,TBR,ARI,Taj Bradley,4.39,0.11,Under,3,HIT
2025-04-29,TBR,KCR,Taj Bradley,1.99,2.51,Under,2,HIT
2025-05-04,TBR,NYY,Taj Bradley,1.94,2.56,Under,1,HIT
2025-05-10,TBR,MIL,Taj Bradley,3.11,1.39,Under,5,MISS
2025-05-16,TBR,MIA,Taj Bradley,3.58,0.92,Under,6,MISS
2025-05-21,TBR,HOU,Taj Bradley,6.12,1.62,Over,7,HIT
2025-05-27,TBR,MIN,Taj Bradley,6.3,1.8,Over,6,HIT
2025-06-01,TBR,HOU,Taj Bradley,8.33,3.83,Over,10,HIT
2025-06-07,TBR,MIA,Taj Bradley,6.2,1.7,Over,2,MISS
2025-06-13,TBR,NYM,Taj Bradley,5.44,0.94,Over,5,HIT
2025-04-05,CLE,LAA,Tanner Bibee,2.8,1.7,Under,4,HIT
2025-04-11,CLE,KCR,Tanner Bibee,3.33,1.17,Under,4,HIT
2025-04-17,CLE,BAL,Tanner Bibee,5.0,0.5,Over,5,HIT
2025-04-22,CLE,NYY,Tanner Bibee,5.27,0.77,Over,5,HIT
2025-04-29,CLE,MIN,Tanner Bibee,5.35,0.85,Over,5,HIT
2025-05-04,CLE,TOR,Tanner Bibee,4.64,0.14,Over,3,MISS
2025-05-10,CLE,PHI,Tanner Bibee,3.82,0.68,Under,3,HIT
2025-05-16,CLE,CIN,Tanner Bibee,3.62,0.88,Under,4,HIT
2025-05-22,CLE,DET,Tanner Bibee,4.61,0.11,Over,8,HIT
2025-05-27,CLE,LAD,Tanner Bibee,6.31,1.81,Over,7,HIT
2025-06-03,CLE,NYY,Tanner Bibee,7.49,2.99,Over,6,HIT
2025-06-08,CLE,HOU,Tanner Bibee,6.3,1.8,Over,6,HIT
2025-06-14,CLE,SEA,Tanner Bibee,5.02,0.52,Over,3,MISS
2025-05-23,COL,NYY,Tanner Gordon,4.18,0.32,Under,5,MISS
2025-05-28,COL,CHC,Tanner Gordon,3.53,0.97,Under,1,HIT
2025-04-03,BOS,BAL,Tanner Houck,3.49,1.01,Under,6,MISS
2025-04-09,BOS,TOR,Tanner Houck,3.51,0.99,Under,2,HIT
2025-04-20,BOS,CHW,Tanner Houck,3.51,0.99,Under,7,MISS
2025-04-26,BOS,CLE,Tanner Houck,4.32,0.18,Under,6,MISS
2025-05-01,BOS,TOR,Tanner Houck,6.12,1.62,Over,6,HIT
2025-05-07,BOS,TEX,Tanner Houck,5.15,0.65,Over,2,MISS
2025-04-02,DET,SEA,Tarik Skubal,4.92,0.42,Over,8,HIT
2025-04-08,DET,NYY,Tarik Skubal,5.52,1.02,Over,6,HIT
2025-04-14,DET,MIL,Tarik Skubal,8.0,3.5,Over,9,HIT
2025-04-20,DET,KCR,Tarik Skubal,6.28,1.78,Over,4,MISS
2025-04-27,DET,BAL,Tarik Skubal,8.44,3.94,Over,11,HIT
2025-05-02,DET,LAA,Tarik Skubal,7.79,3.29,Over,8,HIT
2025-05-09,DET,TEX,Tarik Skubal,10.73,6.23,Over,12,HIT
2025-05-14,DET,BOS,Tarik Skubal,10.35,5.85,Over,11,HIT
2025-05-20,DET,STL,Tarik Skubal,9.34,4.84,Over,8,HIT
2025-05-25,DET,CLE,Tarik Skubal,10.04,5.54,Over,13,HIT
2025-05-31,DET,KCR,Tarik Skubal,8.49,3.99,Over,7,HIT
2025-06-06,DET,CHC,Tarik Skubal,7.99,3.49,Over,6,HIT
2025-06-12,DET,BAL,Tarik Skubal,4.31,0.19,Under,6,MISS
2025-05-05,MIL,HOU,Tobias Myers,2.06,2.44,Under,2,HIT
2025-05-10,MIL,TBR,Tobias Myers,1.93,2.57,Under,3,HIT
2025-05-17,MIL,MIN,Tobias Myers,2.99,1.51,Under,4,HIT
2025-04-07,PIT,STL,Tom Harrington,3.34,1.16,Under,5,MISS
2025-06-05,ARI,ATL,Tommy Henry,3.62,0.88,Under,7,MISS
2025-04-05,BAL,KCR,Tomoyuki Sugano,2.14,2.36,Under,4,HIT
2025-04-12,BAL,TOR,Tomoyuki Sugano,1.7,2.8,Under,0,HIT
2025-04-17,BAL,CLE,Tomoyuki Sugano,2.41,2.09,Under,3,HIT
2025-04-23,BAL,WSN,Tomoyuki Sugano,1.55,2.95,Under,1,HIT
2025-04-28,BAL,NYY,Tomoyuki Sugano,4.09,0.41,Under,8,MISS
2025-05-03,BAL,KCR,Tomoyuki Sugano,4.87,0.37,Over,4,MISS
2025-05-09,BAL,LAA,Tomoyuki Sugano,5.79,1.29,Over,5,HIT
2025-05-15,BAL,MIN,Tomoyuki Sugano,3.76,0.74,Under,3,HIT
2025-05-21,BAL,MIL,Tomoyuki Sugano,3.58,0.92,Under,3,HIT
2025-05-27,BAL,STL,Tomoyuki Sugano,3.27,1.23,Under,3,HIT
2025-06-03,BAL,SEA,Tomoyuki Sugano,3.86,0.64,Under,5,MISS
2025-06-08,BAL,ATH,Tomoyuki Sugano,3.53,0.97,Under,2,HIT
2025-06-14,BAL,LAA,Tomoyuki Sugano,3.82,0.68,Under,4,HIT
2025-05-06,LAD,MIA,Tony Gonsolin,7.9,3.4,Over,8,HIT
2025-05-11,LAD,ARI,Tony Gonsolin,7.48,2.98,Over,4,MISS
2025-05-18,LAD,LAA,Tony Gonsolin,5.19,0.69,Over,3,MISS
2025-05-24,LAD,NYM,Tony Gonsolin,3.69,0.81,Under,4,HIT
2025-05-30,LAD,NYY,Tony Gonsolin,4.12,0.38,Under,4,HIT
2025-06-04,LAD,NYM,Tony Gonsolin,5.42,0.92,Over,6,HIT
2025-04-06,WSN,ARI,Trevor Williams,4.66,0.16,Over,6,HIT
2025-04-12,WSN,MIA,Trevor Williams,3.56,0.94,Under,2,HIT
2025-04-17,WSN,PIT,Trevor Williams,4.36,0.14,Under,5,MISS
2025-04-23,WSN,BAL,Trevor Williams,3.82,0.68,Under,5,MISS
2025-04-28,WSN,NYM,Trevor Williams,5.1,0.6,Over,5,HIT
2025-05-03,WSN,CIN,Trevor Williams,4.85,0.35,Over,4,MISS
2025-05-10,WSN,STL,Trevor Williams,4.86,0.36,Over,4,MISS
2025-05-15,WSN,ATL,Trevor Williams,3.77,0.73,Under,4,HIT
2025-05-22,WSN,ATL,Trevor Williams,3.57,0.93,Under,3,HIT
2025-05-28,WSN,SEA,Trevor Williams,2.84,1.66,Under,2,HIT
2025-06-03,WSN,CHC,Trevor Williams,2.99,1.51,Under,4,HIT
2025-06-08,WSN,TEX,Trevor Williams,2.76,1.74,Under,2,HIT
2025-06-14,WSN,MIA,Trevor Williams,2.99,1.51,Under,3,HIT
2025-04-04,MIL,CIN,Tyler Alexander,2.97,1.53,Under,6,MISS
2025-04-09,MIL,COL,Tyler Alexander,3.51,0.99,Under,3,HIT
2025-04-14,MIL,DET,Tyler Alexander,3.46,1.04,Under,2,HIT
2025-04-06,LAA,CLE,Tyler Anderson,4.79,0.29,Over,5,HIT
2025-04-12,LAA,HOU,Tyler Anderson,4.89,0.39,Over,6,HIT
2025-04-18,LAA,SFG,Tyler Anderson,5.92,1.42,Over,6,HIT
2025-04-24,LAA,PIT,Tyler Anderson,4.76,0.26,Over,1,MISS
2025-04-30,LAA,SEA,Tyler Anderson,3.87,0.63,Under,5,MISS
2025-05-06,LAA,TOR,Tyler Anderson,4.99,0.49,Over,7,HIT
2025-05-11,LAA,BAL,Tyler Anderson,6.09,1.59,Over,5,HIT
2025-05-17,LAA,LAD,Tyler Anderson,5.35,0.85,Over,4,MISS
2025-05-22,LAA,ATH,Tyler Anderson,2.71,1.79,Under,0,HIT
2025-05-27,LAA,NYY,Tyler Anderson,2.46,2.04,Under,3,HIT
2025-06-02,LAA,BOS,Tyler Anderson,3.43,1.07,Under,5,MISS
2025-06-08,LAA,SEA,Tyler Anderson,5.07,0.57,Over,6,HIT
2025-06-14,LAA,BAL,Tyler Anderson,4.5,0.0,Under,4,HIT
2025-04-13,LAD,CHC,Tyler Glasnow,6.33,1.83,Over,7,HIT
2025-04-20,LAD,TEX,Tyler Glasnow,4.92,0.42,Over,6,HIT
2025-04-04,TEX,TBR,Tyler Mahle,4.28,0.22,Under,5,MISS
2025-04-09,TEX,CHC,Tyler Mahle,3.57,0.93,Under,4,HIT
2025-04-15,TEX,LAA,Tyler Mahle,6.12,1.62,Over,9,HIT
2025-04-20,TEX,LAD,Tyler Mahle,4.85,0.35,Over,4,MISS
2025-04-26,TEX,SFG,Tyler Mahle,4.87,0.37,Over,1,MISS
2025-05-01,TEX,ATH,Tyler Mahle,3.92,0.58,Under,6,MISS
2025-05-07,TEX,BOS,Tyler Mahle,2.13,2.37,Under,0,HIT
2025-05-12,TEX,COL,Tyler Mahle,3.82,0.68,Under,5,MISS
2025-05-17,TEX,HOU,Tyler Mahle,2.94,1.56,Under,3,HIT
2025-05-23,TEX,CHW,Tyler Mahle,3.66,0.84,Under,3,HIT
2025-05-28,TEX,TOR,Tyler Mahle,3.74,0.76,Under,5,MISS
2025-06-03,TEX,TBR,Tyler Mahle,4.26,0.24,Under,5,MISS
2025-06-10,TEX,MIN,Tyler Mahle,4.62,0.12,Over,3,MISS
2025-04-04,NYM,TOR,Tylor Megill,5.14,0.64,Over,4,MISS
2025-04-09,NYM,MIA,Tylor Megill,5.92,1.42,Over,7,HIT
2025-04-15,NYM,MIN,Tylor Megill,4.76,0.26,Over,3,MISS
2025-04-21,NYM,PHI,Tylor Megill,6.5,2.0,Over,10,HIT
2025-04-27,NYM,WSN,Tylor Megill,7.47,2.97,Over,9,HIT
2025-05-04,NYM,STL,Tylor Megill,7.65,3.15,Over,6,HIT
2025-05-10,NYM,CHC,Tylor Megill,7.62,3.12,Over,7,HIT
2025-05-21,NYM,BOS,Tylor Megill,7.35,2.85,Over,10,HIT
2025-05-27,NYM,CHW,Tylor Megill,6.45,1.95,Over,6,HIT
2025-06-03,NYM,LAD,Tylor Megill,7.72,3.22,Over,7,HIT
2025-06-08,NYM,COL,Tylor Megill,5.6,1.1,Over,5,HIT
2025-06-14,NYM,TBR,Tylor Megill,5.96,1.46,Over,5,HIT
2025-04-07,MIA,NYM,Valente Bellozo,2.87,1.63,Under,2,HIT
2025-05-02,MIA,ATH,Valente Bellozo,2.13,2.37,Under,1,HIT
2025-05-07,MIA,LAD,Valente Bellozo,3.26,1.24,Under,7,MISS
2025-05-13,MIA,CHC,Valente Bellozo,3.21,1.29,Under,2,HIT
2025-06-09,CIN,CLE,Wade Miley,0.81,3.69,Under,2,HIT
2025-06-15,CIN,DET,Wade Miley,2.08,2.42,Under,5,MISS
2025-04-04,BOS,STL,Walker Buehler,3.35,1.15,Under,4,HIT
2025-04-10,BOS,TOR,Walker Buehler,4.99,0.49,Over,7,HIT
2025-04-15,BOS,TBR,Walker Buehler,4.82,0.32,Over,3,MISS
2025-04-21,BOS,CHW,Walker Buehler,6.29,1.79,Over,9,HIT
2025-04-26,BOS,CLE,Walker Buehler,4.99,0.49,Over,3,MISS
2025-05-25,BOS,BAL,Walker Buehler,3.39,1.11,Under,3,HIT
2025-05-31,BOS,ATL,Walker Buehler,4.35,0.15,Under,6,MISS
2025-06-11,BOS,TBR,Walker Buehler,4.8,0.3,Over,7,HIT
2025-04-06,NYY,PIT,Will Warren,4.33,0.17,Under,5,MISS
2025-04-12,NYY,SFG,Will Warren,5.07,0.57,Over,6,HIT
2025-04-22,NYY,CLE,Will Warren,3.57,0.93,Under,5,MISS
2025-05-04,NYY,TBR,Will Warren,6.47,1.97,Over,8,HIT
2025-05-09,NYY,ATH,Will Warren,6.36,1.86,Over,7,HIT
2025-05-14,NYY,SEA,Will Warren,8.38,3.88,Over,9,HIT
2025-05-20,NYY,TEX,Will Warren,9.01,4.51,Over,10,HIT
2025-05-25,NYY,COL,Will Warren,7.7,3.2,Over,7,HIT
2025-06-06,NYY,BOS,Will Warren,5.27,0.77,Over,6,HIT
2025-06-12,NYY,KCR,Will Warren,4.24,0.26,Under,4,HIT
2025-06-17,NYY,LAA,Will Warren,7.62,3.12,Over,11,HIT
2025-03-28,LAD,DET,Yoshinobu Yamamoto,7.48,2.98,Over,10,HIT
