Date,Team,Opponent,Pitcher,Predicted K,Confidence,Model Pick,Actual K,Result
2025-05-09,MIN,SFG,Chris Paddack,3.57,0.93,Under,6,MISS
2025-05-15,MIN,BAL,Chris Paddack,4.57,0.07,Over,3,MISS
2025-05-21,MIN,CLE,Chris Paddack,3.69,0.81,Under,2,HIT
2025-05-26,MIN,TBR,Chris Paddack,3.45,1.05,Under,5,MISS
2025-06-01,MIN,SEA,Chris Paddack,5.89,1.39,Over,10,HIT
2025-06-07,MIN,TOR,Chris Paddack,6.22,1.72,Over,2,MISS
2025-06-13,MIN,HOU,Chris Paddack,4.7,0.2,Over,1,MISS
2025-04-01,ATL,LAD,Chris Sale,5.87,1.37,Over,5,HIT
2025-04-08,ATL,PHI,Chris Sale,5.94,1.44,Over,5,HIT
2025-04-13,ATL,TBR,Chris Sale,5.66,1.16,Over,7,HIT
2025-04-19,ATL,MIN,Chris Sale,6.9,2.4,Over,8,HIT
2025-04-25,ATL,ARI,Chris Sale,5.69,1.19,Over,4,MISS
2025-04-30,ATL,COL,Chris Sale,7.47,2.97,Over,10,HIT
2025-05-06,ATL,CIN,Chris Sale,8.63,4.13,Over,10,HIT
2025-05-11,ATL,PIT,Chris Sale,9.51,5.01,Over,8,HIT
2025-05-16,ATL,BOS,Chris Sale,8.91,4.41,Over,8,HIT
2025-05-23,ATL,SDP,Chris Sale,7.43,2.93,Over,6,HIT
2025-05-29,ATL,PHI,Chris Sale,6.95,2.45,Over,8,HIT
2025-06-04,ATL,ARI,Chris Sale,8.42,3.92,Over,10,HIT
2025-06-09,ATL,MIL,Chris Sale,9.7,5.2,Over,11,HIT
2025-06-18,ATL,NYM,Chris Sale,9.64,5.14,Over,7,HIT
2025-04-21,NYY,CLE,Clarke Schmidt,4.38,0.12,Under,7,MISS
2025-04-27,NYY,TOR,Clarke Schmidt,5.19,0.69,Over,6,HIT
2025-05-06,NYY,SDP,Clarke Schmidt,5.8,1.3,Over,4,MISS
2025-05-12,NYY,SEA,Clarke Schmidt,5.2,0.7,Over,6,HIT
2025-05-17,NYY,NYM,Clarke Schmidt,5.01,0.51,Over,5,HIT
2025-05-23,NYY,COL,Clarke Schmidt,6.51,2.01,Over,8,HIT
2025-05-28,NYY,LAA,Clarke Schmidt,5.49,0.99,Over,4,MISS
2025-06-04,NYY,CLE,Clarke Schmidt,6.43,1.93,Over,8,HIT
2025-06-11,NYY,KCR,Clarke Schmidt,6.02,1.52,Over,7,HIT
2025-06-16,NYY,LAA,Clarke Schmidt,6.38,1.88,Over,3,MISS
2025-04-02,NYM,MIA,Clay Holmes,5.23,0.73,Over,6,HIT
2025-04-08,NYM,MIA,Clay Holmes,7.0,2.5,Over,10,HIT
2025-04-14,NYM,MIN,Clay Holmes,8.09,3.59,Over,8,HIT
2025-04-20,NYM,STL,Clay Holmes,8.19,3.69,Over,6,HIT
2025-04-26,NYM,WSN,Clay Holmes,5.26,0.76,Over,2,MISS
2025-05-02,NYM,STL,Clay Holmes,3.69,0.81,Under,3,HIT
2025-05-09,NYM,CHC,Clay Holmes,3.47,1.03,Under,5,MISS
2025-05-14,NYM,PIT,Clay Holmes,4.05,0.45,Under,4,HIT
2025-05-20,NYM,BOS,Clay Holmes,4.89,0.39,Over,5,HIT
2025-05-26,NYM,CHW,Clay Holmes,4.05,0.45,Under,3,HIT
2025-06-01,NYM,COL,Clay Holmes,3.92,0.58,Under,3,HIT
2025-06-07,NYM,COL,Clay Holmes,4.01,0.49,Under,6,MISS
2025-06-13,NYM,TBR,Clay Holmes,4.0,0.5,Under,3,HIT
2025-05-28,LAD,CLE,Clayton Kershaw,1.87,2.63,Under,3,HIT
2025-06-03,LAD,NYM,Clayton Kershaw,1.98,2.52,Under,2,HIT
2025-06-08,LAD,STL,Clayton Kershaw,3.52,0.98,Under,7,MISS
2025-06-14,LAD,SFG,Clayton Kershaw,5.08,0.58,Over,5,HIT
2025-04-02,KCR,MIL,Cole Ragans,5.94,1.44,Over,10,HIT
2025-04-08,KCR,MIN,Cole Ragans,8.29,3.79,Over,11,HIT
2025-04-13,KCR,CLE,Cole Ragans,10.27,5.77,Over,10,HIT
2025-04-18,KCR,DET,Cole Ragans,8.68,4.18,Over,8,HIT
2025-05-05,KCR,CHW,Cole Ragans,7.9,3.4,Over,11,HIT
2025-05-10,KCR,BOS,Cole Ragans,7.94,3.44,Over,8,HIT
2025-05-16,KCR,STL,Cole Ragans,7.74,3.24,Over,7,HIT
2025-04-13,CHC,LAD,Colin Rea,2.15,2.35,Under,5,MISS
2025-04-18,CHC,ARI,Colin Rea,3.64,0.86,Under,5,MISS
2025-04-25,CHC,PHI,Colin Rea,6.11,1.61,Over,7,HIT
2025-05-01,CHC,PIT,Colin Rea,4.69,0.19,Over,2,MISS
2025-05-06,CHC,SFG,Colin Rea,4.74,0.24,Over,4,MISS
2025-05-12,CHC,MIA,Colin Rea,3.68,0.82,Under,4,HIT
2025-05-18,CHC,CHW,Colin Rea,3.8,0.7,Under,3,HIT
2025-05-24,CHC,CIN,Colin Rea,4.91,0.41,Over,8,HIT
2025-05-30,CHC,CIN,Colin Rea,4.97,0.47,Over,3,MISS
2025-06-05,CHC,WSN,Colin Rea,3.69,0.81,Under,0,HIT
2025-06-10,CHC,PHI,Colin Rea,2.67,1.83,Under,5,MISS
2025-06-15,CHC,PIT,Colin Rea,2.97,1.53,Under,4,HIT
2025-05-19,HOU,TBR,Colton Gordon,4.86,0.36,Over,7,HIT
2025-05-25,HOU,SEA,Colton Gordon,4.97,0.47,Over,4,MISS
2025-05-31,HOU,TBR,Colton Gordon,5.97,1.47,Over,6,HIT
2025-06-06,HOU,CLE,Colton Gordon,4.86,0.36,Over,5,HIT
2025-06-13,HOU,MIN,Colton Gordon,5.5,1.0,Over,5,HIT
2025-04-02,MIA,NYM,Connor Gillispie,5.1,0.6,Over,6,HIT
2025-04-08,MIA,NYM,Connor Gillispie,3.54,0.96,Under,2,HIT
2025-04-15,MIA,ARI,Connor Gillispie,4.92,0.42,Over,6,HIT
2025-04-20,MIA,PHI,Connor Gillispie,3.46,1.04,Under,3,HIT
2025-04-06,ARI,WSN,Corbin Burnes,5.32,0.82,Over,3,MISS
2025-04-12,ARI,MIL,Corbin Burnes,5.24,0.74,Over,3,MISS
2025-04-18,ARI,CHC,Corbin Burnes,3.13,1.37,Under,3,HIT
2025-04-24,ARI,TBR,Corbin Burnes,5.08,0.58,Over,8,HIT
2025-04-30,ARI,NYM,Corbin Burnes,4.71,0.21,Over,3,MISS
2025-05-10,ARI,LAD,Corbin Burnes,5.26,0.76,Over,5,HIT
2025-05-16,ARI,COL,Corbin Burnes,5.66,1.16,Over,10,HIT
2025-05-21,ARI,LAD,Corbin Burnes,7.98,3.48,Over,8,HIT
2025-05-27,ARI,PIT,Corbin Burnes,8.29,3.79,Over,6,HIT
2025-06-01,ARI,WSN,Corbin Burnes,6.55,2.05,Over,6,HIT
2025-04-06,PHI,LAD,Cristopher Sánchez,8.26,3.76,Over,9,HIT
2025-04-12,PHI,STL,Cristopher Sánchez,6.08,1.58,Over,3,MISS
2025-04-17,PHI,SFG,Cristopher Sánchez,8.45,3.95,Over,12,HIT
2025-04-30,PHI,WSN,Cristopher Sánchez,6.24,1.74,Over,6,HIT
2025-05-07,PHI,TBR,Cristopher Sánchez,4.17,0.33,Under,5,MISS
2025-05-12,PHI,STL,Cristopher Sánchez,6.75,2.25,Over,8,HIT
2025-05-19,PHI,COL,Cristopher Sánchez,6.26,1.76,Over,7,HIT
2025-05-24,PHI,ATH,Cristopher Sánchez,7.48,2.98,Over,6,HIT
2025-05-29,PHI,ATL,Cristopher Sánchez,6.2,1.7,Over,5,HIT
2025-06-03,PHI,TOR,Cristopher Sánchez,5.22,0.72,Over,4,MISS
2025-06-08,PHI,PIT,Cristopher Sánchez,5.84,1.34,Over,9,HIT
2025-06-14,PHI,TOR,Cristopher Sánchez,5.81,1.31,Over,5,HIT
2025-04-16,MIN,NYM,David Festa,5.33,0.83,Over,6,HIT
2025-04-23,MIN,CHW,David Festa,5.14,0.64,Over,5,HIT
2025-06-05,MIN,ATH,David Festa,5.79,1.29,Over,6,HIT
2025-06-11,MIN,TEX,David Festa,5.03,0.53,Over,4,MISS
2025-06-17,MIN,CIN,David Festa,4.62,0.12,Over,4,MISS
2025-04-06,NYM,TOR,David Peterson,5.84,1.34,Over,3,MISS
2025-04-12,NYM,ATH,David Peterson,5.58,1.08,Over,5,HIT
2025-04-18,NYM,STL,David Peterson,5.99,1.49,Over,9,HIT
2025-04-23,NYM,PHI,David Peterson,5.6,1.1,Over,2,MISS
2025-04-29,NYM,ARI,David Peterson,4.66,0.16,Over,2,MISS
2025-05-06,NYM,ARI,David Peterson,3.55,0.95,Under,6,MISS
2025-05-12,NYM,PIT,David Peterson,5.24,0.74,Over,7,HIT
2025-05-18,NYM,NYY,David Peterson,4.86,0.36,Over,4,MISS
2025-05-24,NYM,LAD,David Peterson,5.47,0.97,Over,7,HIT
2025-05-30,NYM,COL,David Peterson,5.13,0.63,Over,5,HIT
2025-06-05,NYM,LAD,David Peterson,5.33,0.83,Over,6,HIT
2025-06-11,NYM,WSN,David Peterson,6.49,1.99,Over,6,HIT
2025-06-17,NYM,ATL,David Peterson,6.44,1.94,Over,3,MISS
2025-04-05,CHW,DET,Davis Martin,2.15,2.35,Under,2,HIT
2025-04-11,CHW,BOS,Davis Martin,3.68,0.82,Under,6,MISS
2025-04-17,CHW,ATH,Davis Martin,3.91,0.59,Under,3,HIT
2025-04-22,CHW,MIN,Davis Martin,3.87,0.63,Under,3,HIT
2025-04-27,CHW,ATH,Davis Martin,3.69,0.81,Under,5,MISS
2025-05-03,CHW,HOU,Davis Martin,4.67,0.17,Over,5,HIT
2025-05-08,CHW,KCR,Davis Martin,3.53,0.97,Under,2,HIT
2025-05-14,CHW,CIN,Davis Martin,3.64,0.86,Under,5,MISS
2025-05-19,CHW,SEA,Davis Martin,3.68,0.82,Under,3,HIT
2025-05-25,CHW,TEX,Davis Martin,2.2,2.3,Under,2,HIT
2025-05-31,CHW,BAL,Davis Martin,2.83,1.67,Under,3,HIT
2025-06-06,CHW,KCR,Davis Martin,3.98,0.52,Under,7,MISS
2025-06-12,CHW,HOU,Davis Martin,5.02,0.52,Over,5,HIT
2025-04-04,BAL,KCR,Dean Kremer,3.33,1.17,Under,1,HIT
2025-04-09,BAL,ARI,Dean Kremer,3.56,0.94,Under,4,HIT
2025-04-16,BAL,CLE,Dean Kremer,2.35,2.15,Under,2,HIT
2025-04-22,BAL,WSN,Dean Kremer,3.46,1.04,Under,4,HIT
2025-04-27,BAL,DET,Dean Kremer,3.08,1.42,Under,3,HIT
2025-05-02,BAL,KCR,Dean Kremer,3.28,1.22,Under,2,HIT
2025-05-08,BAL,MIN,Dean Kremer,5.03,0.53,Over,8,HIT
2025-05-14,BAL,MIN,Dean Kremer,5.47,0.97,Over,4,MISS
2025-05-19,BAL,MIL,Dean Kremer,6.15,1.65,Over,6,HIT
2025-05-25,BAL,BOS,Dean Kremer,4.88,0.38,Over,4,MISS
2025-05-31,BAL,CHW,Dean Kremer,6.1,1.6,Over,7,HIT
2025-06-06,BAL,ATH,Dean Kremer,4.61,0.11,Over,2,MISS
2025-06-12,BAL,DET,Dean Kremer,5.76,1.26,Over,8,HIT
2025-06-17,BAL,TBR,Dean Kremer,4.85,0.35,Over,4,MISS
2025-04-06,TBR,TEX,Drew Rasmussen,3.61,0.89,Under,4,HIT
2025-04-12,TBR,ATL,Drew Rasmussen,5.14,0.64,Over,7,HIT
2025-04-18,TBR,NYY,Drew Rasmussen,6.11,1.61,Over,7,HIT
2025-04-24,TBR,ARI,Drew Rasmussen,5.97,1.47,Over,5,HIT
2025-04-30,TBR,KCR,Drew Rasmussen,5.13,0.63,Over,3,MISS
2025-05-06,TBR,PHI,Drew Rasmussen,3.41,1.09,Under,2,HIT
2025-05-11,TBR,MIL,Drew Rasmussen,2.76,1.74,Under,3,HIT
2025-05-17,TBR,MIA,Drew Rasmussen,3.25,1.25,Under,5,MISS
2025-05-23,TBR,TOR,Drew Rasmussen,3.7,0.8,Under,3,HIT
2025-05-28,TBR,MIN,Drew Rasmussen,4.67,0.17,Over,5,HIT
2025-06-03,TBR,TEX,Drew Rasmussen,5.95,1.45,Over,8,HIT
2025-06-08,TBR,MIA,Drew Rasmussen,5.52,1.02,Over,3,MISS
2025-06-14,TBR,NYM,Drew Rasmussen,4.76,0.26,Over,3,MISS
2025-04-07,LAD,WSN,Dustin May,3.51,0.99,Under,1,HIT
2025-04-14,LAD,COL,Dustin May,5.0,0.5,Over,7,HIT
2025-04-22,LAD,CHC,Dustin May,4.62,0.12,Over,5,HIT
2025-04-28,LAD,MIA,Dustin May,5.25,0.75,Over,3,MISS
2025-05-04,LAD,ATL,Dustin May,4.45,0.05,Under,6,MISS
2025-05-10,LAD,ARI,Dustin May,4.93,0.43,Over,5,HIT
2025-05-16,LAD,LAA,Dustin May,6.31,1.81,Over,8,HIT
2025-05-21,LAD,ARI,Dustin May,7.69,3.19,Over,8,HIT
2025-05-27,LAD,CLE,Dustin May,7.76,3.26,Over,9,HIT
2025-06-02,LAD,NYM,Dustin May,7.63,3.13,Over,5,HIT
2025-06-09,LAD,SDP,Dustin May,4.75,0.25,Over,1,MISS
2025-06-15,LAD,SFG,Dustin May,1.94,2.56,Under,3,HIT
2025-04-02,SDP,CLE,Dylan Cease,7.64,3.14,Over,7,HIT
2025-04-08,SDP,ATH,Dylan Cease,5.46,0.96,Over,4,MISS
2025-04-14,SDP,CHC,Dylan Cease,6.07,1.57,Over,6,HIT
2025-04-20,SDP,HOU,Dylan Cease,4.92,0.42,Over,6,HIT
2025-04-26,SDP,TBR,Dylan Cease,6.14,1.64,Over,6,HIT
2025-05-02,SDP,PIT,Dylan Cease,4.6,0.1,Over,3,MISS
2025-05-07,SDP,NYY,Dylan Cease,6.2,1.7,Over,9,HIT
2025-05-13,SDP,LAA,Dylan Cease,7.66,3.16,Over,10,HIT
2025-05-20,SDP,TOR,Dylan Cease,7.73,3.23,Over,6,HIT
2025-05-25,SDP,ATL,Dylan Cease,8.03,3.53,Over,8,HIT
2025-05-31,SDP,PIT,Dylan Cease,6.4,1.9,Over,6,HIT
2025-06-05,SDP,SFG,Dylan Cease,7.55,3.05,Over,7,HIT
2025-06-10,SDP,LAD,Dylan Cease,8.88,4.38,Over,11,HIT
2025-06-16,SDP,LAD,Dylan Cease,9.66,5.16,Over,9,HIT
2025-04-08,TOR,BOS,Easton Lucas,5.47,0.97,Over,8,HIT
2025-04-14,TOR,ATL,Easton Lucas,4.88,0.38,Over,3,MISS
2025-05-31,TOR,ATH,Easton Lucas,3.62,0.88,Under,3,HIT
2025-04-05,ARI,WSN,Eduardo Rodríguez,7.73,3.23,Over,12,HIT
2025-04-11,ARI,MIL,Eduardo Rodríguez,6.39,1.89,Over,3,MISS
2025-04-17,ARI,MIA,Eduardo Rodríguez,8.43,3.93,Over,9,HIT
2025-04-23,ARI,TBR,Eduardo Rodríguez,5.56,1.06,Over,5,HIT
2025-04-29,ARI,NYM,Eduardo Rodríguez,3.98,0.52,Under,1,HIT
2025-05-04,ARI,PHI,Eduardo Rodríguez,4.79,0.29,Over,10,HIT
2025-05-14,ARI,SFG,Eduardo Rodríguez,4.94,0.44,Over,4,MISS
2025-06-06,ARI,CIN,Eduardo Rodríguez,3.21,1.29,Under,3,HIT
2025-06-11,ARI,SEA,Eduardo Rodríguez,3.84,0.66,Under,5,MISS
2025-06-18,ARI,TOR,Eduardo Rodríguez,3.66,0.84,Under,4,HIT
2025-04-17,MIA,ARI,Edward Cabrera,5.71,1.21,Over,6,HIT
2025-04-22,MIA,CIN,Edward Cabrera,5.97,1.47,Over,7,HIT
2025-04-28,MIA,LAD,Edward Cabrera,4.24,0.26,Under,2,HIT
2025-05-04,MIA,ATH,Edward Cabrera,4.64,0.14,Over,4,MISS
2025-05-10,MIA,CHW,Edward Cabrera,2.53,1.97,Under,2,HIT
2025-05-19,MIA,CHC,Edward Cabrera,4.61,0.11,Over,7,HIT
2025-05-25,MIA,LAA,Edward Cabrera,6.04,1.54,Over,10,HIT
2025-05-31,MIA,SFG,Edward Cabrera,7.62,3.12,Over,5,HIT
2025-06-06,MIA,TBR,Edward Cabrera,6.25,1.75,Over,5,HIT
2025-04-05,MIL,CIN,Elvin Rodríguez,2.04,2.46,Under,2,HIT
2025-04-14,MIL,DET,Elvin Rodríguez,3.39,1.11,Under,7,MISS
2025-04-17,SEA,CIN,Emerson Hancock,1.87,2.63,Under,4,HIT
2025-04-23,SEA,BOS,Emerson Hancock,3.49,1.01,Under,7,MISS
2025-04-30,SEA,LAA,Emerson Hancock,5.25,0.75,Over,4,MISS
2025-05-06,SEA,ATH,Emerson Hancock,4.63,0.13,Over,2,MISS
2025-05-12,SEA,NYY,Emerson Hancock,3.29,1.21,Under,5,MISS
2025-05-17,SEA,SDP,Emerson Hancock,3.35,1.15,Under,3,HIT
2025-05-23,SEA,HOU,Emerson Hancock,3.7,0.8,Under,3,HIT
2025-05-29,SEA,WSN,Emerson Hancock,3.49,1.01,Under,4,HIT
2025-06-04,SEA,BAL,Emerson Hancock,4.74,0.24,Over,6,HIT
2025-06-09,SEA,ARI,Emerson Hancock,4.16,0.34,Under,3,HIT
2025-06-15,SEA,CLE,Emerson Hancock,4.67,0.17,Over,4,MISS
2025-06-18,LAD,SDP,Emmet Sheehan,5.44,0.94,Over,6,HIT
2025-05-11,TOR,SEA,Eric Lauer,2.89,1.61,Under,5,MISS
2025-05-23,TOR,TBR,Eric Lauer,3.62,0.88,Under,2,HIT
2025-06-03,TOR,PHI,Eric Lauer,2.67,1.83,Under,2,HIT
2025-06-11,TOR,STL,Eric Lauer,2.65,1.85,Under,4,HIT
2025-06-18,TOR,ARI,Eric Lauer,4.64,0.14,Over,8,HIT
2025-04-09,STL,PIT,Erick Fedde,1.35,3.15,Under,2,HIT
2025-04-15,STL,HOU,Erick Fedde,3.05,1.45,Under,5,MISS
2025-04-21,STL,ATL,Erick Fedde,3.25,1.25,Under,3,HIT
2025-04-27,STL,MIL,Erick Fedde,3.06,1.44,Under,4,HIT
2025-05-04,STL,NYM,Erick Fedde,3.15,1.35,Under,4,HIT
2025-05-09,STL,WSN,Erick Fedde,5.4,0.9,Over,8,HIT
2025-05-14,STL,PHI,Erick Fedde,4.96,0.46,Over,3,MISS
2025-05-20,STL,DET,Erick Fedde,4.48,0.02,Under,2,HIT
2025-05-26,STL,BAL,Erick Fedde,3.33,1.17,Under,5,MISS
2025-06-01,STL,TEX,Erick Fedde,3.72,0.78,Under,5,MISS
2025-06-07,STL,LAD,Erick Fedde,3.95,0.55,Under,2,HIT
2025-06-13,STL,MIL,Erick Fedde,3.52,0.98,Under,5,MISS
2025-06-15,MIA,WSN,Eury Pérez,2.08,2.42,Under,0,HIT
2025-04-02,HOU,SFG,Framber Valdez,6.44,1.94,Over,9,HIT
2025-04-08,HOU,SEA,Framber Valdez,7.48,2.98,Over,8,HIT
2025-04-14,HOU,STL,Framber Valdez,5.95,1.45,Over,3,MISS
2025-04-20,HOU,SDP,Framber Valdez,4.77,0.27,Over,2,MISS
2025-04-26,HOU,KCR,Framber Valdez,3.62,0.88,Under,5,MISS
2025-05-02,HOU,CHW,Framber Valdez,4.83,0.33,Over,6,HIT
2025-05-07,HOU,MIL,Framber Valdez,5.74,1.24,Over,7,HIT
2025-05-13,HOU,KCR,Framber Valdez,5.77,1.27,Over,7,HIT
2025-05-18,HOU,TEX,Framber Valdez,7.94,3.44,Over,8,HIT
2025-05-24,HOU,SEA,Framber Valdez,6.65,2.15,Over,5,HIT
2025-05-30,HOU,TBR,Framber Valdez,8.19,3.69,Over,9,HIT
2025-06-05,HOU,PIT,Framber Valdez,9.61,5.11,Over,11,HIT
2025-06-12,HOU,CHW,Framber Valdez,10.91,6.41,Over,12,HIT
2025-06-18,HOU,ATH,Framber Valdez,8.87,4.37,Over,3,MISS
2025-04-02,MIL,KCR,Freddy Peralta,8.24,3.74,Over,8,HIT
2025-04-08,MIL,COL,Freddy Peralta,7.54,3.04,Over,6,HIT
2025-04-13,MIL,ARI,Freddy Peralta,6.25,1.75,Over,6,HIT
2025-04-18,MIL,ATH,Freddy Peralta,5.83,1.33,Over,5,HIT
2025-04-23,MIL,SFG,Freddy Peralta,4.7,0.2,Over,3,MISS
2025-04-29,MIL,CHW,Freddy Peralta,4.51,0.01,Over,5,HIT
2025-05-04,MIL,CHC,Freddy Peralta,5.2,0.7,Over,7,HIT
2025-05-12,MIL,CLE,Freddy Peralta,5.22,0.72,Over,4,MISS
2025-05-18,MIL,MIN,Freddy Peralta,5.54,1.04,Over,5,HIT
2025-05-23,MIL,PIT,Freddy Peralta,3.39,1.11,Under,3,HIT
2025-05-28,MIL,BOS,Freddy Peralta,4.85,0.35,Over,6,HIT
2025-06-03,MIL,CIN,Freddy Peralta,6.36,1.86,Over,9,HIT
2025-06-08,MIL,SDP,Freddy Peralta,6.05,1.55,Over,3,MISS
2025-06-13,MIL,STL,Freddy Peralta,6.22,1.72,Over,6,HIT
2025-04-02,BOS,BAL,Garrett Crochet,4.84,0.34,Over,8,HIT
2025-04-08,BOS,TOR,Garrett Crochet,6.1,1.6,Over,5,HIT
2025-04-13,BOS,CHW,Garrett Crochet,8.82,4.32,Over,11,HIT
2025-04-19,BOS,CHW,Garrett Crochet,8.15,3.65,Over,7,HIT
2025-04-24,BOS,SEA,Garrett Crochet,9.08,4.58,Over,9,HIT
2025-04-29,BOS,TOR,Garrett Crochet,6.87,2.37,Over,6,HIT
2025-05-04,BOS,MIN,Garrett Crochet,7.41,2.91,Over,6,HIT
2025-05-10,BOS,KCR,Garrett Crochet,7.94,3.44,Over,9,HIT
2025-05-16,BOS,ATL,Garrett Crochet,8.23,3.73,Over,8,HIT
2025-05-21,BOS,NYM,Garrett Crochet,7.86,3.36,Over,5,HIT
2025-05-26,BOS,MIL,Garrett Crochet,8.58,4.08,Over,11,HIT
2025-06-01,BOS,ATL,Garrett Crochet,9.65,5.15,Over,12,HIT
2025-06-07,BOS,NYY,Garrett Crochet,9.96,5.46,Over,9,HIT
2025-06-13,BOS,NYY,Garrett Crochet,9.72,5.22,Over,7,HIT
2025-06-18,BOS,SEA,Garrett Crochet,8.35,3.85,Over,8,HIT
2025-04-10,CLE,CHW,Gavin Williams,4.93,0.43,Over,7,HIT
2025-04-16,CLE,BAL,Gavin Williams,5.38,0.88,Over,4,MISS
2025-04-21,CLE,NYY,Gavin Williams,6.15,1.65,Over,8,HIT
2025-05-03,CLE,TOR,Gavin Williams,6.51,2.01,Over,9,HIT
2025-05-09,CLE,PHI,Gavin Williams,6.77,2.27,Over,8,HIT
2025-05-14,CLE,MIL,Gavin Williams,8.69,4.19,Over,6,HIT
2025-05-21,CLE,MIN,Gavin Williams,6.13,1.63,Over,6,HIT
2025-05-26,CLE,LAD,Gavin Williams,5.17,0.67,Over,3,MISS
2025-06-01,CLE,LAA,Gavin Williams,5.34,0.84,Over,6,HIT
2025-06-07,CLE,HOU,Gavin Williams,5.13,0.63,Over,5,HIT
2025-06-13,CLE,SEA,Gavin Williams,3.76,0.74,Under,1,HIT
2025-05-28,SEA,WSN,George Kirby,3.58,0.92,Under,4,HIT
2025-06-03,SEA,BAL,George Kirby,3.57,0.93,Under,3,HIT
2025-06-08,SEA,LAA,George Kirby,7.48,2.98,Over,14,HIT
2025-06-14,SEA,CLE,George Kirby,7.66,3.16,Over,5,HIT
2025-04-05,COL,ATH,Germán Márquez,3.8,0.7,Under,3,HIT
2025-04-11,COL,SDP,Germán Márquez,3.32,1.18,Under,3,HIT
2025-04-24,COL,KCR,Germán Márquez,1.96,2.54,Under,3,HIT
2025-04-29,COL,ATL,Germán Márquez,1.56,2.94,Under,1,HIT
2025-05-04,COL,SFG,Germán Márquez,1.56,2.94,Under,3,HIT
2025-05-11,COL,SDP,Germán Márquez,2.3,2.2,Under,2,HIT
2025-05-22,COL,PHI,Germán Márquez,3.03,1.47,Under,5,MISS
2025-05-27,COL,CHC,Germán Márquez,3.85,0.65,Under,6,MISS
2025-06-02,COL,MIA,Germán Márquez,5.99,1.49,Over,6,HIT
2025-06-07,COL,NYM,Germán Márquez,4.77,0.27,Over,3,MISS
2025-06-13,COL,ATL,Germán Márquez,5.35,0.85,Over,7,HIT
2025-06-18,COL,WSN,Germán Márquez,3.69,0.81,Under,2,HIT
2025-04-30,STL,CIN,Gordon Graceffo,3.26,1.24,Under,5,MISS
2025-03-31,ATL,LAD,Grant Holmes,2.08,2.42,Under,3,HIT
2025-04-09,ATL,PHI,Grant Holmes,3.61,0.89,Under,6,MISS
2025-04-14,ATL,TOR,Grant Holmes,4.49,0.01,Under,4,HIT
2025-04-20,ATL,MIN,Grant Holmes,6.07,1.57,Over,7,HIT
2025-04-26,ATL,ARI,Grant Holmes,4.91,0.41,Over,4,MISS
2025-05-02,ATL,LAD,Grant Holmes,6.83,2.33,Over,9,HIT
2025-05-07,ATL,CIN,Grant Holmes,6.15,1.65,Over,5,HIT
2025-05-12,ATL,WSN,Grant Holmes,6.16,1.66,Over,4,MISS
2025-05-17,ATL,BOS,Grant Holmes,4.93,0.43,Over,5,HIT
2025-05-24,ATL,SDP,Grant Holmes,4.87,0.37,Over,6,HIT
2025-05-30,ATL,BOS,Grant Holmes,6.27,1.77,Over,9,HIT
2025-06-10,ATL,MIL,Grant Holmes,7.48,2.98,Over,9,HIT
2025-06-15,ATL,COL,Grant Holmes,7.91,3.41,Over,15,HIT
2025-04-05,NYM,TOR,Griffin Canning,5.09,0.59,Over,6,HIT
2025-04-11,NYM,ATH,Griffin Canning,4.07,0.43,Under,3,HIT
2025-04-17,NYM,STL,Griffin Canning,5.82,1.32,Over,8,HIT
2025-04-22,NYM,PHI,Griffin Canning,5.6,1.1,Over,5,HIT
2025-04-28,NYM,WSN,Griffin Canning,5.89,1.39,Over,5,HIT
2025-05-05,NYM,ARI,Griffin Canning,5.24,0.74,Over,6,HIT
2025-05-11,NYM,CHC,Griffin Canning,5.51,1.01,Over,5,HIT
2025-05-17,NYM,NYY,Griffin Canning,4.93,0.43,Over,4,MISS
2025-06-04,NYM,LAD,Griffin Canning,4.3,0.2,Under,7,MISS
2025-06-10,NYM,WSN,Griffin Canning,4.85,0.35,Over,4,MISS
2025-06-15,NYM,TBR,Griffin Canning,4.53,0.03,Over,2,MISS
2025-05-07,ATH,SEA,Gunnar Hoglund,5.17,0.67,Over,3,MISS
2025-05-14,ATH,LAD,Gunnar Hoglund,4.91,0.41,Over,5,HIT
2025-05-20,ATH,LAA,Gunnar Hoglund,4.64,0.14,Over,5,HIT
2025-05-25,ATH,PHI,Gunnar Hoglund,3.73,0.77,Under,2,HIT
2025-05-31,ATH,TOR,Gunnar Hoglund,2.18,2.32,Under,1,HIT
2025-05-20,SFG,KCR,Hayden Birdsong,3.41,1.09,Under,4,HIT
2025-05-26,SFG,DET,Hayden Birdsong,4.37,0.13,Under,6,MISS
2025-06-01,SFG,MIA,Hayden Birdsong,4.91,0.41,Over,5,HIT
2025-06-06,SFG,ATL,Hayden Birdsong,5.43,0.93,Over,5,HIT
2025-06-12,SFG,COL,Hayden Birdsong,5.22,0.72,Over,6,HIT
2025-04-07,HOU,SEA,Hayden Wesneski,5.25,0.75,Over,5,HIT
2025-04-13,HOU,LAA,Hayden Wesneski,7.67,3.17,Over,10,HIT
2025-04-19,HOU,SDP,Hayden Wesneski,6.27,1.77,Over,4,MISS
2025-04-25,HOU,KCR,Hayden Wesneski,4.91,0.41,Over,1,MISS
2025-05-06,HOU,MIL,Hayden Wesneski,2.56,1.94,Under,3,HIT
2025-04-03,HOU,MIN,Hunter Brown,7.48,2.98,Over,8,HIT
